chid,top1,top2,top3
10070375,48,10,37
10070401,37,15,10
10070468,10,37,48
10070469,37,15,2
10070486,37,15,2
10070591,37,15,2
10070626,36,37,48
10070636,37,15,2
10070787,37,10,36
10070851,12,37,10
10070870,37,25,21
10070905,15,10,2
10070921,37,2,15
10070941,37,15,2
10070981,26,37,15
10071009,2,12,37
10071022,2,18,37
10071030,10,2,15
10071121,10,12,2
10071126,36,48,12
10071201,2,15,37
10071209,2,10,37
10071236,37,10,2
10071313,36,15,2
10071348,37,36,15
10071388,2,10,15
10071440,2,25,37
10071473,36,13,15
10071477,37,10,15
10071484,10,15,37
10071537,37,2,39
10071579,37,2,10
10071649,37,39,2
10071651,2,15,37
10071685,36,12,37
10071710,37,12,6
10071768,37,10,12
10071807,37,2,10
10071946,10,36,15
10072009,36,18,48
10072011,12,48,36
10072048,37,15,36
10072194,15,2,13
10072207,37,2,25
10072232,36,10,2
10072243,2,15,37
10072409,2,12,37
10072420,12,2,10
10072425,10,36,48
10072478,19,37,2
10072489,10,48,15
10072490,37,2,15
10072522,37,2,15
10072594,10,12,48
10072599,36,48,15
10072607,37,36,10
10072628,25,18,19
10072782,37,18,15
10072833,37,15,10
10072837,15,13,2
10072894,10,2,21
10072975,37,15,19
10073044,37,19,2
10073057,37,22,2
10073092,25,12,15
10073112,22,37,2
10073290,36,2,15
10073340,15,2,37
10073344,36,10,15
10073391,18,37,15
10073584,6,37,2
10073588,37,2,15
10073589,15,37,12
10073702,15,2,37
10073748,10,37,15
10073750,37,2,15
10073835,37,2,10
10073880,37,26,15
10073911,15,2,12
10073926,36,10,15
10073950,37,2,12
10073973,37,36,15
10074006,15,48,37
10074087,10,48,19
10074158,21,37,39
10074163,37,2,15
10074198,48,36,15
10074200,2,19,37
10074213,37,36,19
10074224,37,2,19
10074233,2,25,15
10074252,13,15,36
10074383,36,10,12
10074463,36,37,15
10074470,37,48,15
10074471,10,37,2
10074473,10,6,2
10074475,13,37,10
10074518,15,37,10
10074545,37,15,6
10074595,48,2,15
10074612,2,15,37
10074622,48,10,19
10074748,36,10,18
10074847,37,2,15
10074875,37,15,2
10074894,37,15,12
10074898,37,15,2
10074917,13,37,15
10074947,37,36,18
10075013,37,48,26
10075077,37,10,48
10075091,15,37,2
10075115,10,48,19
10075118,48,37,15
10075142,37,12,2
10075160,37,36,6
10075265,13,15,10
10075266,37,2,15
10075326,37,12,15
10075347,37,36,15
10075358,10,15,48
10075375,15,10,37
10075395,10,48,15
10075417,37,15,2
10075438,37,10,15
10075441,48,15,2
10075494,48,10,12
10075503,37,15,2
10075514,36,37,15
10075556,2,12,15
10075560,37,2,15
10075622,37,10,2
10075705,36,37,15
10075749,10,21,18
10075760,15,36,10
10075804,36,19,13
10075836,37,15,10
10075866,10,36,15
10075949,37,15,10
10076027,36,15,37
10076042,22,2,15
10076095,37,2,15
10076117,2,39,6
10076202,37,10,18
10076209,37,15,12
10076238,15,2,39
10076307,15,10,2
10076320,36,15,6
10076332,37,15,2
10076378,13,48,10
10076473,10,36,19
10076488,36,15,48
10076491,2,6,37
10076506,37,15,10
10076511,37,15,2
10076552,36,37,2
10076580,37,15,2
10076582,37,2,15
10076594,37,15,6
10076606,13,2,10
10076641,13,15,2
10076645,10,12,39
10076696,37,48,15
10076747,6,48,10
10076809,37,15,22
10076865,37,15,2
10076920,37,6,22
10076951,36,48,37
10077168,37,2,15
10077252,13,37,15
10077253,22,15,2
10077276,22,19,18
10077310,13,48,2
10077323,36,13,15
10077387,37,15,39
10077427,6,10,12
10077512,10,26,37
10077521,36,37,10
10077525,37,2,15
10077531,36,10,37
10077564,10,37,2
10077580,10,37,2
10077661,10,12,21
10077664,6,25,37
10077686,10,37,2
10077783,2,48,19
10077943,13,36,15
10078021,37,15,2
10078024,22,37,2
10078042,15,37,2
10078106,37,15,10
10078125,37,15,48
10078165,36,48,37
10078167,37,19,2
10078169,37,15,12
10078207,15,48,37
10078260,37,10,48
10078276,37,10,6
10078321,37,36,2
10078388,10,15,39
10078457,13,37,10
10078502,37,22,10
10078740,36,37,2
10078742,2,15,37
10078851,36,37,15
10078895,25,15,37
10078961,15,2,36
10079107,13,10,6
10079177,37,2,39
10079203,15,36,12
10079293,10,39,2
10079345,37,15,2
10079354,37,2,15
10079400,10,2,37
10079405,37,2,15
10079553,37,15,36
10079589,37,15,2
10079632,37,19,2
10079646,37,26,21
10079680,10,2,36
10079699,37,48,19
10079722,2,48,21
10079730,36,15,48
10079761,2,10,12
10080001,36,37,19
10080088,37,48,10
10080205,25,19,37
10080271,36,12,10
10080304,37,2,10
10080361,37,36,15
10080376,10,2,37
10080452,37,2,15
10080509,13,36,37
10080521,15,6,22
10080528,37,12,2
10080547,37,2,39
10080668,12,18,37
10080750,15,2,37
10080795,37,15,2
10080883,2,26,37
10080884,37,10,15
10080928,36,48,15
10080948,13,37,15
10081004,48,37,2
10081034,37,2,15
10081056,36,37,19
10081088,19,18,26
10081150,12,10,15
10081153,37,2,48
10081167,48,2,37
10081206,37,48,10
10081272,10,48,37
10081279,37,15,2
10081494,36,10,15
10081520,37,15,12
10081524,15,10,2
10081662,37,6,26
10081673,37,2,15
10081700,37,15,2
10081825,37,15,2
10081857,37,15,48
10081872,37,48,2
10081950,15,10,12
10081963,37,19,10
10081967,37,15,2
10082045,37,36,12
10082050,48,15,2
10082052,37,2,12
10082127,12,48,39
10082254,13,10,15
10082382,36,37,15
10082420,37,2,15
10082441,36,2,37
10082502,15,48,13
10082583,37,2,21
10082607,37,2,10
10082626,37,2,15
10082689,2,15,37
10082726,37,36,15
10082730,15,37,48
10082731,10,13,37
10082906,10,48,37
10083024,36,37,2
10083102,37,19,10
10083164,12,37,2
10083196,15,36,37
10083210,36,10,15
10083218,15,48,19
10083280,36,48,15
10083304,26,48,15
10083441,48,39,19
10083450,10,19,2
10083507,15,48,37
10083545,48,37,15
10083561,37,15,2
10083591,2,15,10
10083811,37,26,18
10083834,37,15,2
10083904,36,37,48
10083954,10,21,15
10084022,10,18,12
10084026,15,37,39
10084071,37,10,48
10084088,37,15,2
10084123,22,37,2
10084201,48,10,37
10084240,10,12,2
10084365,37,10,12
10084416,36,48,15
10084430,2,15,37
10084468,48,10,36
10084555,2,15,37
10084608,37,13,10
10084655,37,6,21
10084930,37,10,48
10084952,37,2,25
10084987,13,10,15
10085094,15,37,13
10085114,48,37,22
10085121,15,21,36
10085154,37,2,15
10085230,37,2,19
10085371,48,36,10
10085400,10,37,15
10085433,15,2,12
10085575,37,15,2
10085625,37,15,2
10085664,37,2,15
10085744,19,2,39
10085771,37,15,2
10085787,36,2,37
10085832,13,48,15
10085919,36,15,37
10085972,10,12,39
10086018,37,15,2
10086019,48,37,2
10086031,22,2,15
10086055,10,37,36
10086204,10,12,15
10086288,37,10,36
10086401,37,10,15
10086547,13,37,2
10086559,36,6,15
10086613,13,36,10
10086653,15,10,2
10086677,37,26,25
10086715,36,37,15
10087004,10,2,36
10087013,10,37,2
10087060,37,2,15
10087073,37,10,2
10087077,37,2,15
10087109,6,2,22
10087180,36,10,37
10087218,36,10,48
10087220,15,10,12
10087260,37,48,15
10087299,10,13,12
10087304,37,15,2
10087434,36,2,15
10087446,37,36,18
10087481,10,2,15
10087526,36,48,15
10087687,37,48,15
10087711,48,15,2
10087746,37,15,36
10087748,10,48,37
10087815,37,15,2
10088119,37,15,2
10088161,36,37,12
10088173,48,2,15
10088209,36,10,15
10088320,2,10,37
10088341,12,37,2
10088370,37,22,6
10088378,37,10,2
10088451,37,13,10
10088460,10,12,2
10088531,2,19,18
10088557,10,15,37
10088612,37,15,10
10088705,12,22,6
10088786,36,10,19
10088890,37,36,2
10088909,25,37,15
10088924,2,19,15
10088996,10,37,15
10089034,2,25,37
10089066,10,21,37
10089067,37,15,2
10089100,37,21,10
10089130,10,15,19
10089155,37,15,2
10089187,48,2,15
10089192,15,48,18
10089193,15,13,10
10089201,37,15,25
10089235,37,15,2
10089292,37,15,39
10089331,37,12,2
10089388,2,37,15
10089420,37,10,12
10089532,36,37,2
10089751,10,37,36
10089759,15,48,2
10090011,48,15,6
10090094,37,15,39
10090325,37,15,2
10090358,2,13,26
10090378,37,39,26
10090395,37,2,19
10090529,6,37,15
10090534,10,37,15
10090571,37,19,10
10090596,37,15,2
10090619,10,2,36
10090722,39,15,37
10090729,10,13,48
10090811,37,15,2
10090868,15,2,37
10091000,36,37,10
10091079,37,25,2
10091115,37,10,2
10091148,15,2,19
10091184,36,15,48
10091210,13,15,37
10091279,15,48,2
10091385,37,36,2
10091484,6,15,37
10091527,13,12,15
10091688,36,37,13
10091768,36,37,15
10091831,37,2,19
10091844,36,10,15
10091939,36,12,37
10092045,37,15,2
10092067,37,10,48
10092081,48,2,18
10092217,37,15,2
10092357,48,37,2
10092414,37,39,2
10092441,15,10,12
10092574,36,37,10
10092723,2,19,15
10092736,37,15,2
10092784,15,13,48
10092914,37,15,48
10092958,12,36,48
10092969,37,15,48
10092975,36,15,37
10093086,36,37,15
10093286,37,2,15
10093307,48,10,12
10093317,2,26,10
10093346,37,15,21
10093355,37,36,2
10093482,15,37,2
10093517,37,15,39
10093542,37,2,12
10093622,36,37,15
10093657,37,15,22
10093668,37,2,15
10093693,37,2,15
10093697,36,37,48
10093722,37,48,36
10093735,10,15,37
10093767,15,48,2
10093832,37,2,15
10093871,36,13,10
10093872,37,48,2
10093887,21,15,37
10093913,37,36,15
10093966,2,15,48
10093979,37,2,15
10093993,37,36,15
10094016,37,2,15
10094069,37,36,15
10094122,10,12,2
10094155,10,15,37
10094201,10,37,19
10094339,37,36,15
10094362,36,2,15
10094395,37,36,2
10094409,37,2,15
10094430,36,2,37
10094440,37,2,15
10094470,48,2,19
10094536,10,2,37
10094590,36,48,2
10094617,37,48,10
10094681,48,37,2
10094708,10,48,15
10094748,13,37,10
10094798,36,37,2
10094833,10,37,15
10094837,10,19,39
10094911,48,37,2
10094952,36,15,37
10094953,37,36,2
10095007,37,10,36
10095061,10,37,2
10095098,48,37,2
10095124,37,22,2
10095133,36,2,15
10095246,37,15,2
10095264,10,15,2
10095301,36,13,39
10095337,48,13,15
10095365,36,15,37
10095401,10,37,19
10095409,37,2,15
10095426,10,36,12
10095485,37,25,2
10095628,10,37,2
10095638,48,37,36
10095660,10,13,12
10095769,48,10,19
10095817,10,12,2
10095841,37,15,39
10095847,37,10,2
10095859,2,37,19
10096020,2,26,37
10096028,37,2,15
10096032,37,10,19
10096220,13,10,37
10096357,2,15,37
10096531,10,15,48
10096557,37,36,15
10096577,48,37,15
10096665,36,10,15
10096817,37,36,15
10096818,10,37,2
10096824,37,36,15
10096896,10,15,36
10096907,37,22,15
10096940,37,10,15
10096978,36,37,15
10096985,10,15,25
10096986,10,2,37
10097001,10,37,15
10097068,36,10,2
10097204,36,15,2
10097237,37,12,48
10097288,36,13,15
10097298,22,36,37
10097344,36,37,15
10097361,10,36,21
10097405,36,15,2
10097452,37,15,18
10097524,48,37,2
10097539,37,36,15
10097553,36,37,13
10097558,18,13,12
10097563,48,2,15
10097570,36,10,37
10097578,37,2,15
10097627,37,15,39
10097667,25,22,37
10097743,37,2,10
10097828,37,10,2
10097852,12,10,19
10097896,15,48,36
10098017,2,37,15
10098026,36,15,2
10098040,37,10,2
10098042,2,6,15
10098239,10,2,15
10098240,48,36,39
10098268,15,48,37
10098272,37,12,2
10098279,48,15,2
10098306,10,37,2
10098313,36,48,10
10098411,48,37,2
10098428,15,10,12
10098431,48,15,36
10098474,10,37,2
10098526,37,39,2
10098603,37,36,21
10098622,48,10,37
10098646,37,15,2
10098647,15,2,19
10098718,48,12,15
10098732,36,10,15
10098780,37,19,10
10098829,12,2,15
10098891,36,10,15
10098963,15,37,2
10098966,10,15,37
10099010,15,2,21
10099095,36,15,37
10099097,37,15,2
10099098,15,12,37
10099108,37,26,10
10099123,37,2,15
10099272,15,37,2
10099313,10,19,2
10099320,25,19,13
10099368,37,36,21
10099460,2,37,36
10099506,37,25,15
10099523,36,10,13
10099546,36,48,15
10099656,18,37,2
10099700,37,10,15
10099790,37,15,6
10099796,15,37,2
10099798,48,37,2
10099802,36,13,37
10099930,13,36,15
10099935,15,2,13
10099955,37,10,2
10100064,37,6,2
10100147,37,36,2
10100219,36,37,15
10100290,2,6,19
10100355,10,2,15
10100400,10,2,37
10100408,10,15,13
10100472,37,2,19
10100518,36,15,10
10100569,36,25,2
10100618,37,2,15
10100620,13,37,15
10100661,2,37,6
10100722,37,15,2
10100807,12,10,48
10100813,36,10,13
10100837,36,15,10
10100856,10,2,36
10100870,37,48,15
10100898,37,36,10
10101013,2,10,19
10101016,37,48,10
10101288,37,36,6
10101335,36,13,10
10101349,37,2,15
10101365,13,10,48
10101378,36,37,15
10101394,37,36,15
10101429,37,15,2
10101516,36,37,2
10101542,37,19,2
10101557,37,15,2
10101579,37,15,26
10101732,37,10,15
10101748,13,36,37
10101822,36,37,48
10101871,12,2,21
10101985,2,48,21
10102147,2,25,10
10102416,10,37,21
10102481,37,15,36
10102503,37,15,2
10102541,15,36,10
10102556,37,10,15
10102722,2,12,25
10102778,37,15,2
10102794,37,36,15
10102796,19,2,15
10102808,37,10,19
10103002,10,37,12
10103088,2,18,15
10103109,37,15,2
10103218,19,15,37
10103299,37,2,15
10103302,10,37,2
10103388,15,2,36
10103392,10,37,12
10103403,36,37,15
10103411,2,22,25
10103504,2,37,15
10103558,36,37,12
10103601,36,37,10
10103639,48,15,2
10103662,10,15,48
10103710,36,37,15
10103735,2,37,15
10103823,10,2,37
10103881,48,39,6
10103890,37,26,6
10103955,37,2,15
10103973,15,2,37
10103988,37,36,21
10104034,10,37,2
10104039,37,2,22
10104169,13,10,37
10104260,10,37,2
10104307,37,2,15
10104308,37,25,15
10104320,10,2,15
10104364,37,48,39
10104390,48,36,37
10104410,37,2,15
10104504,36,10,48
10104521,37,10,26
10104530,25,37,2
10104548,37,10,48
10104554,36,10,25
10104614,36,15,48
10104655,37,15,2
10104674,37,12,15
10104775,37,6,26
10104788,36,37,15
10104791,36,37,15
10104812,37,10,2
10104924,48,10,6
10104936,37,12,39
10104989,36,37,10
10105012,36,37,48
10105069,2,37,15
10105173,37,15,2
10105189,37,36,2
10105319,12,48,19
10105338,48,10,19
10105391,37,2,48
10105422,37,2,25
10105534,37,15,21
10105572,13,2,22
10105603,48,10,2
10105632,37,36,2
10105648,37,15,2
10105713,37,48,2
10105739,10,36,26
10105906,37,12,10
10105981,12,19,37
10105986,48,6,15
10106068,2,37,10
10106094,37,15,10
10106104,2,37,10
10106248,2,15,37
10106307,37,15,2
10106321,10,19,18
10106338,36,12,10
10106349,2,37,15
10106374,13,48,36
10106403,37,2,15
10106433,37,2,15
10106481,15,2,10
10106483,10,15,2
10106555,13,37,15
10106597,37,10,21
10106611,37,15,10
10106660,2,37,15
10106764,36,15,10
10106773,37,13,10
10106780,37,10,15
10106806,10,2,15
10106840,37,2,15
10106962,37,48,15
10107091,48,6,10
10107232,37,2,15
10107246,6,10,37
10107305,36,2,15
10107306,37,2,15
10107363,36,21,10
10107514,15,37,19
10107527,15,48,37
10107541,48,37,2
10107557,10,37,2
10107596,48,15,2
10107618,36,10,2
10107668,37,15,2
10107725,13,36,15
10107847,15,2,22
10108115,37,15,2
10108200,36,48,2
10108274,37,10,2
10108275,2,37,48
10108317,10,48,19
10108397,37,36,2
10108422,37,15,12
10108467,15,12,10
10108471,36,37,2
10108502,15,2,22
10108594,2,25,22
10108772,37,48,15
10108861,37,2,15
10109026,15,2,37
10109059,36,15,12
10109110,37,2,15
10109126,22,2,37
10109162,37,15,2
10109190,37,21,2
10109212,10,36,13
10109228,48,10,36
10109323,12,10,25
10109344,2,15,10
10109467,10,36,15
10109506,15,2,13
10109541,15,37,48
10109544,37,2,15
10109589,36,15,2
10109626,37,48,15
10109629,2,15,37
10109632,37,18,2
10109633,6,2,10
10109637,10,15,37
10109668,2,10,6
10109715,37,15,10
10109959,36,48,2
10109962,15,18,48
10109974,48,37,2
10110019,12,37,2
10110094,22,37,15
10110111,12,36,37
10110227,36,10,15
10110263,10,36,13
10110427,37,36,15
10110428,37,15,2
10110688,48,2,37
10110742,12,37,15
10110746,37,48,2
10110891,22,37,2
10110896,13,48,10
10110905,37,15,2
10110961,36,37,25
10111064,12,36,21
10111140,37,36,48
10111225,48,37,2
10111264,37,15,2
10111281,37,6,2
10111483,15,12,36
10111488,2,37,15
10111521,36,12,39
10111526,2,15,37
10111597,37,10,21
10111601,36,37,6
10111639,2,15,37
10111646,37,15,36
10111661,15,10,37
10111663,37,2,15
10111803,37,10,12
10111822,15,37,21
10111831,12,10,19
10111853,36,37,2
10111939,37,22,19
10112115,37,36,2
10112131,37,48,15
10112161,37,15,48
10112198,37,36,2
10112223,37,10,6
10112269,15,10,13
10112280,37,15,21
10112354,37,26,2
10112359,13,37,15
10112394,36,37,2
10112399,37,2,15
10112408,37,10,2
10112431,37,25,15
10112459,15,2,25
10112489,37,12,15
10112536,12,37,2
10112545,37,6,15
10112628,13,36,10
10112676,36,13,48
10112722,37,15,2
10112800,2,12,36
10112953,13,10,15
10113081,10,13,37
10113116,36,15,48
10113178,36,26,10
10113221,37,15,2
10113227,36,15,48
10113245,37,15,2
10113388,37,10,48
10113394,10,36,15
10113424,2,37,15
10113448,36,48,12
10113496,48,15,36
10113546,10,2,18
10113612,39,48,37
10113676,37,15,36
10113693,37,2,36
10113702,26,25,37
10113761,37,48,2
10113770,37,15,2
10113843,37,36,15
10113857,36,10,37
10113906,15,36,48
10113908,48,15,37
10113956,37,15,2
10114004,36,13,37
10114026,48,10,37
10114063,48,2,15
10114150,2,37,15
10114216,37,2,15
10114348,15,37,48
10114360,37,15,26
10114447,2,39,48
10114510,10,25,18
10114544,12,37,2
10114546,36,10,37
10114559,48,37,2
10114582,37,2,15
10114586,48,10,37
10114612,15,13,10
10114687,39,37,18
10114754,37,2,22
10114757,37,25,15
10114802,37,25,10
10114825,37,15,48
10114853,10,48,2
10115025,37,48,12
10115069,37,19,25
10115112,2,15,37
10115166,12,37,18
10115173,18,48,19
10115192,10,12,37
10115206,48,37,2
10115281,10,37,19
10115283,12,15,37
10115289,36,37,15
10115316,2,12,37
10115338,37,22,19
10115387,37,18,15
10115443,48,36,2
10115465,48,36,2
10115487,15,10,2
10115510,15,10,37
10115577,15,37,2
10115632,10,37,15
10115681,37,10,15
10115821,48,15,2
10115870,48,2,18
10115898,36,37,22
10115913,10,37,19
10116046,48,2,37
10116108,37,2,19
10116118,37,10,15
10116129,36,2,37
10116214,37,15,2
10116243,2,37,15
10116249,48,2,10
10116452,36,10,15
10116568,37,48,21
10116572,10,37,48
10116609,2,37,15
10116670,48,37,2
10116674,36,15,10
10116796,37,10,15
10116798,37,15,2
10116820,48,12,19
10116892,37,15,10
10116907,10,12,19
10117008,37,2,15
10117102,13,15,2
10117175,15,48,39
10117202,37,10,2
10117271,36,37,15
10117513,22,37,15
10117529,12,26,15
10117610,37,2,15
10117690,37,18,15
10117749,6,48,37
10117762,37,15,26
10117781,13,15,2
10117800,36,37,15
10117846,2,37,15
10117940,12,37,2
10118229,37,36,15
10118356,37,13,48
10118369,37,15,2
10118446,37,10,36
10118458,37,2,15
10118499,36,37,2
10118619,37,2,15
10118621,37,15,25
10118649,37,15,39
10118653,48,10,15
10118662,2,10,37
10118705,15,2,12
10118750,37,15,48
10118878,37,2,22
10118892,2,37,15
10118910,13,37,15
10118916,36,15,37
10119011,19,39,26
10119049,36,10,15
10119069,10,2,15
10119102,37,2,15
10119111,22,18,37
10119112,10,37,15
10119125,37,12,2
10119174,37,2,15
10119216,37,48,2
10119296,48,36,2
10119315,37,2,10
10119379,37,15,2
10119558,15,36,6
10119580,13,15,10
10119598,2,15,37
10119662,26,48,15
10119683,48,36,15
10119799,36,48,13
10119818,37,10,36
10119917,26,19,2
10119951,10,12,19
10119958,36,10,15
10120003,39,2,37
10120042,13,37,15
10120150,37,26,15
10120166,15,36,2
10120245,48,2,15
10120251,10,18,19
10120274,36,48,37
10120294,36,37,2
10120399,37,15,10
10120428,37,15,12
10120451,36,13,2
10120529,37,2,36
10120571,48,37,15
10120697,36,37,48
10120719,37,19,2
10120846,10,37,26
10120936,37,2,25
10120948,25,37,2
10120951,37,25,2
10121087,10,13,15
10121101,37,48,2
10121118,37,10,6
10121136,48,12,10
10121175,2,15,37
10121224,37,15,36
10121226,36,6,10
10121314,10,15,37
10121315,37,2,15
10121326,15,18,19
10121337,37,2,15
10121350,37,2,15
10121378,37,2,15
10121388,13,39,19
10121406,37,26,2
10121498,37,15,36
10121565,36,37,2
10121601,2,15,37
10121646,37,36,10
10121647,13,48,19
10121656,36,2,19
10121673,36,15,2
10121682,36,37,15
10121707,48,15,37
10121735,36,37,15
10121752,2,37,18
10121763,2,18,37
10121771,37,39,19
10121775,12,37,39
10121902,36,10,15
10121949,15,37,2
10122022,10,36,2
10122040,2,37,25
10122042,36,37,15
10122088,2,19,25
10122146,37,36,10
10122149,10,2,15
10122244,37,48,2
10122264,37,15,10
10122354,36,48,2
10122400,13,2,15
10122401,10,36,6
10122407,48,2,37
10122433,48,37,15
10122444,37,2,18
10122491,37,15,36
10122519,37,15,2
10122533,12,37,2
10122598,37,15,2
10122607,37,25,10
10122662,37,19,22
10122682,2,25,19
10122737,37,15,10
10122753,10,6,2
10122787,6,37,15
10122831,15,48,12
10122838,36,19,15
10122858,2,15,37
10122875,37,36,15
10122909,13,48,2
10122918,10,48,13
10122972,37,2,15
10122989,15,10,2
10123005,2,36,10
10123015,37,10,15
10123116,10,12,37
10123156,48,37,36
10123313,12,37,15
10123314,36,15,48
10123364,48,37,10
10123368,37,10,2
10123375,15,6,37
10123403,18,37,15
10123488,36,15,2
10123502,37,10,2
10123579,36,37,10
10123599,12,37,2
10123618,37,15,12
10123623,37,10,15
10123648,36,10,37
10123796,19,2,37
10123821,15,37,10
10123870,36,10,37
10124043,12,48,18
10124052,37,2,15
10124064,48,37,21
10124104,36,37,2
10124119,10,37,22
10124248,36,10,15
10124300,10,37,12
10124327,2,39,15
10124338,37,10,21
10124360,10,48,2
10124381,48,37,15
10124560,10,37,15
10124669,37,19,15
10124763,37,2,15
10124896,48,37,15
10124933,37,10,48
10124970,36,37,15
10125080,10,15,2
10125096,36,2,10
10125144,37,21,26
10125160,48,2,37
10125162,10,48,15
10125180,37,36,10
10125269,37,2,15
10125325,36,15,37
10125382,13,37,36
10125428,36,48,37
10125471,37,26,2
10125472,36,12,48
10125535,37,15,36
10125579,37,22,19
10125601,10,48,15
10125676,48,10,6
10125704,48,2,15
10125741,36,10,15
10125797,37,25,15
10125813,15,48,37
10125841,37,15,26
10125901,37,2,15
10125904,10,37,15
10125986,10,37,36
10126103,37,10,2
10126104,10,2,6
10126227,37,2,15
10126257,37,15,19
10126300,37,15,2
10126301,48,13,2
10126304,13,37,10
10126305,37,12,2
10126318,13,15,2
10126355,48,15,37
10126369,37,2,12
10126429,10,37,15
10126430,36,48,10
10126486,13,48,37
10126496,37,15,2
10126639,37,21,10
10126661,36,15,13
10126674,48,15,2
10126710,36,37,10
10126742,15,37,13
10126840,37,48,15
10126878,10,15,39
10126906,37,48,15
10126907,13,10,15
10126921,22,15,2
10127022,37,2,15
10127097,36,10,21
10127126,12,26,19
10127186,48,36,10
10127208,37,36,2
10127312,13,15,10
10127314,22,37,2
